gender,total_words,theme,theme_keyword_count,theme_keyword_normalized_term_frequency,theme_cSFIDF,id
men,1148945,Parenting Language,39986,0.034802362167031496,0.5261543595040666,bootstrap 6
men,1148945,Racial Tropes,1960,0.0017059128156700278,0.23435372597061668,bootstrap 6
men,1148945,Religion ,1688,0.0014691738943117382,0.2291370126096694,bootstrap 6
men,1148945,Sexual Language,5565,0.004843573887348828,0.32498822135489225,bootstrap 6
men,1148945,Sexuality,146,0.0001270730974937878,0.08978550516137068,bootstrap 6
men,1148945,Socioeconomic Status/Spending/Poverty,1958,0.0017041720883070992,0.22877231225354624,bootstrap 6
men,1148945,Testimony re Gender-Based Violence ,4001,0.003482325089538664,0.30026457142603225,bootstrap 6
men,1148945,Women’s Non-Domestic Work,2551,0.002220297751415429,0.25997790276597244,bootstrap 6
women,2786919,Characterization,38407,0.013781168379848859,0.4248473972359124,bootstrap 6
women,2786919,Clothing/Makeup/Appearance ,3826,0.0013728421959877555,0.21846864992223697,bootstrap 6
women,2786919,Drugs and Addiction,9597,0.003443587703840693,0.2806285386838532,bootstrap 6
women,2786919,Emotions,4943,0.0017736432239329526,0.23629339187826864,bootstrap 6
women,2786919,Explicit Reference to Defendant’s Gender ,5088,0.0018256720055372978,0.2419222847090233,bootstrap 6
women,2786919,Figurative/Metaphorical Language,5474,0.0019641762103598994,0.24944457003925247,bootstrap 6
women,2786919,Gender and Gender Roles,20992,0.007532332299575266,0.3676282588724101,bootstrap 6
women,2786919,Immigration,6726,0.0024134178280746585,0.26069559084717026,bootstrap 6
women,2786919,Intimate Partner Relationships,5255,0.0018855948091781641,0.2402082487636421,bootstrap 6
women,2786919,Mental Health/Mental Disability,25409,0.009117236632998663,0.36892218361944973,bootstrap 6
women,2786919,Parenting Language,84698,0.03039126720224018,0.4916807626199514,bootstrap 6
women,2786919,Racial Tropes,4821,0.0017298672835486069,0.23599339025142455,bootstrap 6
women,2786919,Religion ,3311,0.0011880503164964607,0.20605163379958444,bootstrap 6
women,2786919,Sexual Language,13060,0.004686178536225847,0.31966425183510955,bootstrap 6
women,2786919,Sexuality,538,0.00019304472071129445,0.11066451549600805,bootstrap 6
women,2786919,Socioeconomic Status/Spending/Poverty,5786,0.002076127795605111,0.2525072075975302,bootstrap 6
women,2786919,Testimony re Gender-Based Violence ,8214,0.0029473407730902833,0.27623875781471857,bootstrap 6
women,2786919,Women’s Non-Domestic Work,5385,0.0019322413030303355,0.24252778872366398,bootstrap 6
men,1145415,Characterization,16146,0.014096200940270557,0.42883111393710444,bootstrap 7
men,1145415,Clothing/Makeup/Appearance ,1622,0.0014160806345298428,0.22324779212664037,bootstrap 7
men,1145415,Drugs and Addiction,7032,0.006139259569675619,0.3719971874237731,bootstrap 7
men,1145415,Emotions,2451,0.002139835780044787,0.25976280037079014,bootstrap 7
men,1145415,Explicit Reference to Defendant’s Gender ,1741,0.0015199731101827722,0.22220321461224954,bootstrap 7
men,1145415,Figurative/Metaphorical Language,1553,0.0013558404595714218,0.20797506074953975,bootstrap 7
men,1145415,Gender and Gender Roles,7930,0.006923254890148985,0.35394652311078095,bootstrap 7
men,1145415,Immigration,3099,0.0027055695970456123,0.27587569459641054,bootstrap 7
men,1145415,Intimate Partner Relationships,2809,0.0024523862530174655,0.2703270568821149,bootstrap 7
men,1145415,Mental Health/Mental Disability,16888,0.014744001082577058,0.46330660368075205,bootstrap 7
men,1145415,Parenting Language,41571,0.03629339584342793,0.5382033768591864,bootstrap 7
men,1145415,Racial Tropes,2002,0.0017478381198081044,0.23803858772801348,bootstrap 7
men,1145415,Religion ,1670,0.0014579868431965706,0.22732894535540765,bootstrap 7
men,1145415,Sexual Language,5926,0.0051736706783131,0.3360368291513136,bootstrap 7
men,1145415,Sexuality,163,0.0001423065002640964,0.09571242883672125,bootstrap 7
